user_id,Day,AI,Human,AI_std,Human_std
4923339,day2,66.0,43.6,-0.2881999962672332,-0.18343306382550773
4923339,day3,82.2,59.2,1.1124519855915225,1.0790180225029833
5479130,day1,33.6,14.2,-1.1412191758741237,-0.8615864949867528
5479130,day2,54.4,17.4,0.7229713103705179,-0.23497813499638706
5479130,day3,51.0,24.2,0.4182478655036053,1.0965646299831406
5517900,day1,35.4,21.0,-1.1503223573932044,-0.33425541900452005
5517900,day2,60.4,18.0,0.6621603485834824,-0.790058263101593
5517900,day3,58.0,30.6,0.48816200880972055,1.1243136821061135
5596175,day1,45.2,9.2,-0.24433888871261072,-1.1511384716757311
5596175,day2,54.0,17.6,1.0995249992067466,0.49708252185997454
5596175,day3,41.2,18.4,-0.855186110494137,0.6540559498157554
5616595,day1,56.8,48.0,-1.1283605316023289,-0.9675977630825199
5616595,day2,86.4,63.6,0.776552305019094,-0.06192625683728145
5616595,day3,79.8,82.4,0.3518082265832358,1.029524019919801
5859850,day1,25.0,8.6,-1.1540726424446344,-1.1285529853737568
5859850,day2,46.4,15.6,0.6100098252921639,0.35267280792929934
5859850,day3,45.6,17.6,0.5440628171524706,0.7758801774444587
776557,day1,57.0,28.8,-0.84705428994858,-0.24211462901500447
776557,day2,61.0,33.6,-0.2560861806821282,1.0988279316834813
776557,day3,70.2,26.6,1.1031404706307113,-0.8567133026684769
877724,day1,38.0,24.4,-1.1224275575256224,-0.7962891092316865
877724,day2,66.6,44.8,0.795984483026139,1.122328744507652
877724,day3,59.6,29.4,0.32644307449948445,-0.3260396352759662
878721,day1,36.6,28.6,-1.1399018814688828,-0.1187696830085
878721,day2,57.0,17.6,0.4103646773287977,-0.9353112536919386
878721,day3,61.2,44.4,0.7295372041400852,1.054080936700439
94338,day1,60.2,46.8,0.7559289460184541,1.0889110872340264
94338,day2,54.2,29.6,-1.1338934190276824,-0.21173271140661606
94338,day3,59.0,20.8,0.3779644730092259,-0.8771783758274102
95866,day1,48.2,13.2,-0.7984444580457839,-1.0615880894040293
95866,day2,68.4,19.6,1.1216243577309828,0.13738198804052235
95866,day3,53.2,23.8,-0.32317989968519817,0.9242061013635089
KoHaRu09,day1,50.4,21.8,-1.067489992328233,1.0000000000000007
KoHaRu09,day2,60.8,19.2,0.9149914219956277,0.0
KoHaRu09,day3,56.8,16.6,0.15249857033260414,-0.9999999999999993
SGヘルスケア,day1,56.16666666666666,18.0,-0.776282926727974,-1.1309093484108272
SGヘルスケア,day2,58.0,32.8,-0.3521548376216292,0.36350657627490857
SGヘルスケア,day3,64.4,36.8,1.1284377643496049,0.7674027721359183
Togotogo,day1,39.8,25.6,-1.1539598268708464,-0.8817652737996498
Togotogo,day2,69.4,36.4,0.6127924597865877,-0.20477013467385233
Togotogo,day3,68.2,57.0,0.5411673670842592,1.0865354084735026
Yuko_office,day1,43.8,15.8,-0.9308958533950296,-1.1475579922889838
Yuko_office,day2,50.6,33.2,-0.12622316656203744,0.4627249968907197
Yuko_office,day3,60.6,35.6,1.057119019957068,0.6848329953982648
acu9751cw,day1,52.0,57.8,-1.1143567366279965,-1.1439748931339502
acu9751cw,day2,83.2,82.2,0.29515394645822596,0.4360055253076564
acu9751cw,day3,94.8,86.4,0.8192027901697699,0.7079693678262937
akimi381,day1,45.0,21.4,-1.0912967839308874,-0.44065842555279994
akimi381,day2,60.36363636363637,40.36363636363637,0.8724564350680831,1.1446479424319207
akimi381,day3,55.25,18.25,0.21884034886280423,-0.7039895168791208
khi1_b4aa,day1,38.0,28.2,-1.097974318663026,1.1537932435272995
khi1_b4aa,day2,48.8,15.4,0.23940793414456915,-0.5372625027111856
khi1_b4aa,day3,53.8,14.8,0.858566384518456,-0.6165307408161146
makimaki0519,day1,59.6,51.2,-0.42058923768827666,1.116200907671774
makimaki0519,day2,58.6,44.0,-0.7210101217513317,-0.30203083384059703
makimaki0519,day3,64.8,41.4,1.1415993594396083,-0.8141700738311755
mo3177chi,day1,43.4,16.6,-1.1011326042007923,1.0806342671903624
mo3177chi,day2,46.16666666666666,15.666666666666666,0.24951773297160154,-0.8926978728963838
mo3177chi,day3,47.4,16.0,0.8516148712291804,-0.18793639429397474
mor2kir1500,day1,46.8,15.4,-1.136969025681995,-1.1518022375827042
mor2kir1500,day2,60.8,38.8,0.7430584970992546,0.5050936041858577
mor2kir1500,day3,58.2,40.8,0.3939105285827376,0.6467086333968459
naotok24,day1,30.4,17.8,-1.1411355691637302,0.721797636934436
naotok24,day2,42.6,10.4,0.7233984411662931,-1.1414474258498066
naotok24,day3,40.6,16.6,0.41773712799743695,0.4196497889153698
quartet456,day1,66.8,63.4,-0.9834872676424252,-0.06306363177516389
quartet456,day2,78.6,54.8,-0.03224548418499689,-0.9669756872191777
quartet456,day3,91.6,73.8,1.0157327518274244,1.0300393189943409
rdkny933,day1,58.333333333333336,23.666666666666668,0.2700730646473206,0.8006407690254498
rdkny933,day2,60.2,23.6,0.837226500406687,0.3202563076101953
rdkny933,day3,53.8,23.4,-1.107299565053999,-1.120897076635594
shigenoi,day1,36.0,19.8,-1.136693032114817,-1.110666761016027
shigenoi,day2,58.6,27.6,0.3924297372777354,0.8288557918030046
shigenoi,day3,63.8,25.4,0.7442632948370834,0.2818109692130207
tamachi3,day1,36.0,18.8,-1.1546680806333698,0.3582205239956155
tamachi3,day2,59.2,15.2,0.5848318849961227,-1.1297724218323255
tamachi3,day3,59.0,19.8,0.5698361956372475,0.77155189783671
ys15_cw,day1,52.8,31.4,-0.9933344246009868,-0.008657765288030419
ys15_cw,day2,93.2,39.2,1.006534882070768,1.0043007734115328
ys15_cw,day3,72.6,23.8,-0.01320045746978051,-0.9956430081235014
yume43,day1,34.4,14.4,-0.8575929207823125,1.0748339509808693
yume43,day2,41.4,5.2,-0.24083088871284122,-0.9028605188239304
yume43,day3,56.6,8.6,1.0984238094951537,-0.17197343215693925
にゃすも,day1,49.9,19.9,-1.0984238094951537,0.14289314969901398
にゃすも,day2,61.0,14.833333333333334,0.8575929207823125,-1.063760114425997
にゃすも,day3,57.5,23.166666666666668,0.24083088871284122,0.9208669647269825
