user_id,Day,AI,Human,AI_std,Human_std
1610899,day2,79.8,84.6,-1.1250879009260215,0.46156717733683356
1610899,day3,82.4,89.2,0.3375263702778113,0.685849819845577
2141268,day1,83.8,136.4,0.5866869934611825,1.0617366114741413
2141268,day2,65.2,112.6,-1.154649933939561,-0.13775696541278415
2141268,day3,83.6,97.0,0.5679629404783785,-0.9239796460613565
2579314,day1,73.4,94.0,0.12176624377023143,1.1542164940777346
2579314,day2,67.6,35.2,-1.055307446008658,-0.5481563282910976
2579314,day3,77.4,33.2,0.9335412022384294,-0.6060601657866361
3153377,day1,52.8,37.2,-1.1415866207276506,0.9342606007523142
3153377,day2,74.8,30.6,0.7210763451073292,-1.0548103556880961
3153377,day3,71.25,34.5,0.42051027562032134,0.12054975493578199
3158965,day1,54.3,22.1,-1.1541476360363099,-0.9369967266848057
3158965,day2,70.57142857142857,41.142857142857146,0.6080161138904419,-0.11590547873640217
3158965,day3,70.0,68.25,0.5461315221458679,1.0529022054212087
3312891,day1,79.8,79.2,0.6222844716067184,0.8190317772224909
3312891,day2,72.0,69.6,-1.1535029229783151,-1.114420287040442
3312891,day3,79.4,76.6,0.5312184513715903,0.29538850981794534
3536109,day1,43.6,29.8,-1.1030800703883157,-0.7316547404245587
3536109,day2,69.8,40.2,0.25588691288004756,1.1394623006611986
3536109,day3,81.2,31.6,0.8471931575082671,-0.40780756023663917
3602839,day1,57.4,25.4,-1.049768388311321,-1.0533703247651751
3602839,day2,77.0,31.4,0.9414051998404745,0.11704114719613011
3602839,day3,68.8,35.6,0.10836318847084561,0.9363291775690444
3954203,day1,64.2,29.2,-1.0536672833295757,-1.0960781258173677
3954203,day2,85.6,51.6,0.9359044693103854,0.23346068383835655
3954203,day3,76.8,62.2,0.11776281401918637,0.8626174419790118
4002112,day1,90.4,48.0,1.1536665150278747,-0.408398829397191
4002112,day2,78.42857142857143,54.71428571428572,-0.6191437654000439,1.1395644755760341
4002112,day3,79.0,46.6,-0.5345227496278285,-0.7311656461788415
4340461,day1,63.2,19.6,-0.9338308229455788,1.1406468642034686
4340461,day2,96.0,17.2,1.0551075531982523,-0.7258661863112975
4340461,day3,76.6,17.6,-0.12127673025267265,-0.41478067789216844
4548801,day1,82.2,35.8,1.053370324765175,1.1322105343414175
4548801,day2,74.2,19.4,-0.11704114719613007,-0.7625091353727917
4548801,day3,68.6,22.8,-0.9363291775690448,-0.36970139896862614
4556406,day1,60.9,21.6,-1.1217217371762889,-0.4639669759802295
4556406,day2,69.8,20.4,0.7981481591446683,-0.683740806707707
4556406,day3,67.6,30.4,0.32357357803162207,1.1477077826879345
4562747,day1,58.0,36.0,-0.7665040002144783,0.8317467216627484
4562747,day2,69.33333333333333,17.77777777777778,1.1311515342970944,-1.1095217178916739
4562747,day3,60.4,30.8,-0.36464753408261597,0.2777749962289255
4587175,day1,78.6,35.6,-0.3548387096774198,-0.6322368028097615
4587175,day2,76.0,39.4,-0.7741935483870963,-0.5206656023139212
4587175,day3,87.8,96.4,1.129032258064516,1.152902405123683
4651532,day1,62.6,13.2,-1.1137997253450438,-0.7377453415861394
4651532,day2,71.4,24.6,0.8206945344647688,1.138157311368951
4651532,day3,69.0,15.25,0.2931051908802734,-0.4004119697828116
4658590,day1,78.2,35.4,0.6274792643644598,-0.6757373783994831
4658590,day2,71.2,35.8,-1.1532051345076544,-0.4730161648796382
4658590,day3,77.8,39.0,0.5257258701431946,1.1487535432791285
4733003,day1,77.8,23.8,-1.0154893055606031,-0.8412392168631035
4733003,day2,84.4,29.2,0.03173404079876927,1.1056286850200765
4733003,day3,90.4,25.4,0.9837552647618338,-0.2643894681569768
4802537,day1,76.8,65.6,0.5293012094546458,0.5451950842144551
4802537,day2,62.6,49.6,-1.153402635528033,-1.1541142691812485
4802537,day3,77.6,66.2,0.6241014260733879,0.6089191849667949
4815918,day1,60.4,120.8,-1.102517599837724,1.1470382615458639
4815918,day2,79.6,51.0,0.8484812865110586,-0.4585086098960072
4815918,day3,73.75,41.0,0.25403631332666443,-0.6885296516498569
4921532,day1,60.125,36.5,-1.146309120124325,-0.7638336367179079
4921532,day2,77.4,45.6,0.4528152446251536,1.1318625707729013
4921532,day3,80.0,38.4,0.6934938754991701,-0.36802893405499204
5054908,day1,81.2,36.2,0.15646981307650648,-1.1546851049545919
5054908,day2,73.6,47.4,-1.0690113183471197,0.5825127842905251
5054908,day3,85.88888888888889,47.333333333333336,0.9125415052706132,0.5721723206640666
5109125,day1,53.4,29.8,-0.4775019603032059,0.04728956889956352
5109125,day2,56.75,41.25,1.1492420061534778,0.9755162498709977
5109125,day3,53.0,16.6,-0.6717400458502718,-1.0228058187705615
5138531,day1,46.6,43.8,-1.1534097063322395,-0.940102148135862
5138531,day2,64.4,51.0,0.5294339635623395,1.0507024008577297
5138531,day3,65.4,46.8,0.6239757427699001,-0.11060025272186577
5196867,day1,48.6,41.6,-1.1498051245456853,-1.1074878672634187
5196867,day2,80.2,52.8,0.6668869722364968,0.27071925644216854
5196867,day3,77.0,57.4,0.48291815230918717,0.8367686108212494
5208842,day1,70.0,46.6,-1.1529278515343284,1.1546893241559444
5208842,day2,77.25,36.75,0.631853697993901,-0.5817518732388719
5208842,day3,76.8,36.8,0.521074153540424,-0.5729374509170713
5218071,day1,68.6,25.4,-1.1547005383792515,-0.9842660030733839
5218071,day2,76.0,37.8,0.5773502691896257,-0.03075831259604314
5218071,day3,76.0,51.4,0.5773502691896257,1.0150243156694276
5261619,day1,71.6,75.4,-0.8926978728963856,-0.48549355533518745
5261619,day2,77.6,72.4,-0.1879363942939767,-0.6645690470571827
5261619,day3,88.4,102.8,1.0806342671903606,1.1500626023923683
5289773,day1,34.2,22.0,-1.1263846610103316,-0.911293179512876
5289773,day2,79.6,32.0,0.3430941783537215,1.0697789498629424
5289773,day3,93.2,25.8,0.78329048265661,-0.15848577035006492
5348603,day1,69.4,21.0,0.3886228291113683,1.1116826935748627
5348603,day2,71.0,12.4,0.7473515944449376,-0.8262506506299653
5348603,day3,62.6,14.8,-1.1359744235563076,-0.28543204294489694
5372982,day1,73.0,53.6,-0.6211495565912791,-1.0592904197860045
5372982,day2,73.4,64.0,-0.5324139056496665,0.9276751772474627
5372982,day3,81.0,59.833333333333336,1.1535634622409487,0.13161524253854187
5664835,day1,83.6,71.2,1.1518489991363308,1.1255054644515234
5664835,day2,71.8,40.4,-0.505689804498876,-0.7861986700212844
5664835,day3,70.8,47.6,-0.6461591946374529,-0.33930679443023826
5957432,day1,76.0,13.333333333333334,0.9635368432406505,-0.4186159525644497
5957432,day2,56.8,11.8,-1.0328560405960936,-0.7226633286375767
5957432,day3,67.4,21.2,0.06931919735544298,1.1412792812020274
