userid,day1_AI,day1_Human,day1_cos_AI_Human,day1_cos_diary_AI,day1_cos_diary_Human,day2_AI,day2_Human,day2_cos_AI_Human,day2_cos_diary_AI,day2_cos_diary_Human,day3_AI,day3_Human,day3_cos_AI_Human,day3_cos_diary_AI,day3_cos_diary_Human,AI_ave,Human_ave,ave_cos_AI_Human,ave_cos_diary_AI,ave_cos_diary_Human
5054908,81.2,36.2,0.3471825374147068,0.202725059893752,0.2469564936542499,73.6,47.4,0.39995568603542614,0.2141641887344118,0.22417125266271043,85.88888888888889,47.333333333333336,0.6056282129726505,0.33057964558217195,0.34447414593716347,81.42105263157895,44.421052631578945,0.4509221454742611,0.24915629807011191,0.2718672974180413
4562747,58,36,0.42857142857142866,0.27441064997422593,0.329292779969071,69.33333333333333,17.77777777777778,0.28851816061115854,0.33320671725347817,0.350746354268082,60.4,30.8,0.7824879553119403,0.4335717888931786,0.37957008206259446,64,26,0.4998591814981758,0.34706305204029425,0.3532030720999158
1264394,76.2,45.4,0.3768673314407158,0.24415144701191954,0.27892352872268705,72.8,22.8,0.4361202266575325,0.36004880331064926,0.332892079300141,70.8,24.8,0.44189932023991346,0.2996782044537795,0.2813432103789648,73.26666666666667,31,0.4182956261127206,0.3012928182587828,0.29771960613393095
5208842,70,46.6,0.2923422910759153,0.18093671611393647,0.29695693545824936,77.25,36.75,0.18005965464253748,0.1621372918886956,0.25032212357131406,76.8,36.8,0.5166825315311229,0.3048686907552386,0.24580257200417335,74.5,40.285714285714285,0.32969482574985853,0.2159808995859569,0.2643605436779123
1454035,55.4,37.6,0.4020031125627762,0.21585484188035045,0.412212067768727,73.2,54.2,0.6893487984196364,0.31896593385643196,0.3719100972217678,63.8,54.4,0.47189135573021807,0.1193218456248561,0.32681989953275725,64.13333333333334,48.733333333333334,0.5210810889042102,0.2180475404538795,0.37031402150775067
3312891,79.8,79.2,0.5053409325673893,0.10288834405390639,0.306907208155126,72,69.6,0.6838047475751572,0.12383078586052262,0.21494697044798483,79.4,76.6,0.5922200922639822,0.22683389189032183,0.36113593240862457,77.06666666666666,75.13333333333334,0.5937885908021763,0.15118434060158362,0.2943300370039118
148287,62.6,26.8,0.7427460754004671,0.12008971824536785,0.1433967085455764,63.2,19.2,0.3086974532565159,0.050077339566719156,0.064888568452305,65.2,18.8,0.5020120805640618,0.12182431104739903,0.20682278742740012,63.666666666666664,21.6,0.5178185364070149,0.09733045628649535,0.1383693548084272
113407,69.2,82.6,0.37075199888003235,0.27155891102736457,0.42875376060629766,82.4,75.6,0.43076351864417317,0.22314811665620915,0.26015668130770697,68.2,67,0.5126387196522171,0.2070313703885785,0.26714588149185087,73.26666666666667,75.06666666666666,0.43805141239214085,0.23391279935738407,0.3186854411352852
4556406,60.9,21.6,0.5868569175418027,0.41103636439753455,0.27774602993176545,69.8,20.4,0.276266050756409,0.20201872973607946,0.18518593674691164,67.6,30.4,0.6099942813304187,0.22666975179581494,0.24347059652236164,64.8,23.5,0.4910390832095434,0.2799082819764763,0.2354675210670129
4921532,60.125,36.5,0.5334005334008001,0.177412003964123,0.21116588034942274,77.4,45.6,0.5375547819334842,0.337081833144587,0.2527851172593194,80,38.4,0.36989772143705385,0.35682649678733763,0.2473313160980225,70.44444444444444,39.55555555555556,0.480284345590446,0.2904401112986825,0.23709410456892155
5196867,48.6,41.6,0.5065316095759914,0.22742033677263682,0.29337824042206145,80.2,52.8,0.5986713574583504,0.1966961336896123,0.12486892644508178,77,57.4,0.3815602643018761,0.30731223696360277,0.3240027507289073,68.6,50.6,0.4955877437787393,0.24380956914195062,0.2474166391986835
5289773,34.2,22,0.699558603250821,0.22185155946151416,0.1249303038696862,79.6,32,0.39186611351296347,0.15554275420956382,0.13036941562346388,93.2,25.8,0.4316841766725356,0.3670695192840581,0.18245925086248416,69,26.6,0.5077029644787734,0.24815461098504538,0.1459196567852114
1127132,48.2,35.4,0.6289709020331509,0.32605565837568895,0.36636602028967974,58,35,0.5688226003397102,0.2213266979972746,0.34106820341369404,68,24.4,0.6805446536716204,0.16039570312082677,0.14190336970001283,58.06666666666667,31.6,0.6261127186814939,0.23592601983126343,0.2831125311344622
5261619,71.6,75.4,0.5272727272727272,0.3887106116810925,0.3759769881949876,77.6,72.4,0.5809818237048068,0.17062503692543618,0.1465022596682798,88.4,102.8,0.5165149163404457,0.2225612931296136,0.3495040148665474,79.2,83.53333333333333,0.5415898224393265,0.26063231391204744,0.2906610875766049
4733003,77.8,23.8,0.38430756913220904,0.20503132859630985,0.14255690894354364,84.4,29.2,0.24287224646833394,0.2815806279191759,0.1518486209660153,90.4,25.4,0.40803604803180865,0.1327681568789822,0.13272217656353258,84.2,26.133333333333333,0.3450719545441172,0.20646003779815597,0.1423759021576972
1359285,62.6,22.8,0.49302944079009775,0.10330634249748423,0.10088665446106367,61.125,27.75,0.5992643310160242,0.1834352701403943,0.18752118934808154,65,21.6,0.4404881959216032,0.18212874647461744,0.18794100413722056,62.611111111111114,24.666666666666668,0.5109273225759083,0.15629011970416531,0.15878294931545525
4340461,63.2,19.6,0.4841648318657442,0.30633069114069017,0.15511334686589626,96,17.2,0.5913529881241364,0.1285368279665376,0.07749377168839076,76.6,17.6,0.5638340767681963,0.10446816817538399,0.015397375894859665,78.6,18.133333333333333,0.5464506322526923,0.17977856242753726,0.08266816481638223
4802537,76.8,65.6,0.5603721576394426,0.18556254054039326,0.1923234986359405,62.6,49.6,0.5760184328847834,0.22210799850754528,0.29230347989695055,77.6,66.2,0.33690868597673046,0.205705140882632,0.27989651540671906,72.33333333333333,60.46666666666667,0.49109975883365214,0.20445855997685686,0.2548411646465367
5138531,46.6,43.8,0.6575342465753428,0.15569586805900573,0.25403010051732516,64.4,51,0.46032321739706344,0.09266416940730675,0.4066852583092499,65.4,46.8,0.5262664391234826,0.14656416862114946,0.3481513247686392,58.8,47.2,0.5480413010319629,0.13164140202915398,0.3362888945317381
5664835,83.6,71.2,0.41367015199601526,0.22837770479440642,0.12673212663449213,71.8,40.4,0.5457745906526862,0.08000711205939975,0.14783601108342914,70.8,47.6,0.5142770404334028,0.10852141924997061,0.09284766908852592,75.4,53.06666666666667,0.49124059436070144,0.13896874536792558,0.12247193560214906
5348603,69.4,21,0.39036517847044516,0.253979354650035,0.11517184622813065,71,12.4,0.6510801542295991,0.0862009671090356,0.25802342327107,62.6,14.8,0.2614881801842454,0.19564639521780738,0.32614002651258966,67.66666666666667,16.066666666666666,0.4343111709614299,0.17860890565895934,0.23311176533726344
4548801,82.2,35.8,0.45973722257103594,0.27023200276876397,0.3038948705590346,74.2,19.4,0.4426824391541682,0.21895562807352778,0.17004879210898627,68.6,22.8,0.6672347424134991,0.22953897162060288,0.3387398604503847,75,26,0.5232181347129011,0.23957553415429822,0.27089450770613516
5218071,68.6,25.4,0.6336136643569363,0.3402785236893603,0.29135827337403253,76,37.8,0.45565741744893923,0.08253879129310364,0.26452513108123576,76,51.4,0.53267611394217,0.29906500408789466,0.4331380078711231,73.53333333333333,38.2,0.5406490652493485,0.24062743969011952,0.32967380410879715
1220629,55,26.6,0.3635896241727898,0.2847856686538475,0.15073452695287926,88.8,36.2,0.3454246398538786,0.19042436952593902,0.20139213305184023,74.6,46.8,0.3506158040938517,0.13823651289978572,0.14202223655375695,72.8,36.53333333333333,0.35321002270684004,0.20448218369319077,0.1647162988528255
3954203,64.2,29.2,0.6525166393864593,0.18731813979751927,0.14601136020664918,85.6,51.6,0.5219645366142689,0.25268344002587384,0.2869007740370179,76.8,62.2,0.5957746486410599,0.18232581415859034,0.34663763043363366,75.53333333333333,47.666666666666664,0.590085274880596,0.20744246466066116,0.25984992155910025
1103016,47.6,12.8,0.29623860840448496,0.26985162240030486,0.1634996425534681,73,16.8,0.18340630783632503,0.2459982292257315,0.2547550855426267,79.8,20.6,0.5539335058847554,0.3310627177663129,0.24957141712425007,66.8,16.733333333333334,0.34452614070852183,0.28230418979744976,0.2226087150734483
5109125,53.4,29.8,0.3015113445777636,0.06171311211837552,0.08187169501671457,56.75,41.25,0.6132223631495077,0.15519147819535256,0.1238535536837152,53,16.6,0.32084447395987403,0.14000448021505146,0.12320822072673948,54.214285714285715,28.357142857142858,0.41185939389571513,0.11896969017625984,0.10964448980905642
3153377,52.8,37.2,0.5263166562644551,0.26106273041617856,0.23261700698091464,74.8,30.6,0.4794833742895531,0.3530066942633723,0.3532958728717696,71.25,34.5,0.3635168361564311,0.13696301141363681,0.31432563524702284,65.92857142857143,34.07142857142857,0.45643895557014647,0.25034414536439586,0.3000795050332357
1610899,83.2,51.6,0.4547106491794895,0.3110134068134387,0.36127712972699755,79.8,84.6,0.3391326391067346,0.25148899470233665,0.39826340214247113,82.4,89.2,0.4048795848396406,0.27738851719492835,0.32510021029176234,81.8,75.13333333333334,0.3995742910419549,0.27996363957023457,0.3615469140537437
4587175,78.6,35.6,0.4051290982646566,0.3353175779352538,0.18287804439951635,76,39.4,0.5733450628818231,0.3426953414593369,0.2692576412615362,87.8,96.4,0.6105203653275816,0.4424484203469227,0.3718160954895787,80.8,57.13333333333333,0.5296648421580205,0.37348711324717115,0.27465059371687706
2141268,83.8,136.4,0.3253004138968119,0.17982120101830132,0.2333613475479066,65.2,112.6,0.4137604729909772,0.2134072062019339,0.23802610766316748,83.6,97,0.2923675886745628,0.13996641209116364,0.12435927689940968,77.53333333333333,115.33333333333333,0.3438094918541173,0.17773160643713296,0.19858224403682792
3536109,43.6,29.8,0.5033413259622697,0.17509730331583084,0.10583343916682542,69.8,40.2,0.35138211074996695,0.1655715877041977,0.09502552681394962,81.2,31.6,0.3326505803053838,0.17675623858242198,0.19468692744930866,64.86666666666666,33.86666666666667,0.3957913390058735,0.17247504320081683,0.13184863114336123
4002112,90.4,48,0.4872413797112859,0.21977784262643277,0.24066597223711847,78.42857142857143,54.714285714285715,0.3609026636925408,0.14915538110831153,0.24274224619178997,79,46.6,0.4642857142857146,0.18475799849123098,0.24942329796316196,82.11764705882354,50.35294117647059,0.4374765858965138,0.18456374074199175,0.24427717213069014
5957432,76,13.333333333333334,0.24720661623652207,0.3825184261187247,0.10910894511799618,56.8,11.8,0.31686212526223895,0.24821377212056067,0.04351941398892446,67.4,21.2,0.32357511446471693,0.22663336788336164,0.1885703604541279,67.3125,15.3125,0.2958812853211593,0.28578852204088234,0.11373290652034951
4658590,78.2,35.4,0.4322673210584357,0.24864864864864863,0.1440891070194786,71.2,35.8,0.4166305453899284,0.2758624408673224,0.22410936623889968,77.8,39,0.5536930229999479,0.13083385604165562,0.1625296643708686,75.73333333333333,36.733333333333334,0.46753029648277067,0.21844831518587557,0.17690937920974897
